,movieId,title,genres,userId,tag
10304,110553,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX,,
10305,110586,Calvary (2014),Comedy|Drama,,
10306,110591,Oculus (2013),Horror,,
10307,110603,God's Not Dead (2014),Drama,,
10308,110611,Cold in July (2014),Drama|Thriller,,
10309,110655,Rio 2 (2014),Adventure|Animation|Children|Comedy,,
10310,110669,"Honest Liar, An (2014)",Comedy|Documentary,,
10311,110718,Fading Gigolo (2013),Comedy,,
10312,110730,Transcendence (2014),Drama|Sci-Fi|IMAX,,
10313,110746,Hatchet III (2013),Comedy|Horror,,
10314,110771,"Other Woman, The (2014)",Comedy|Romance,,
10315,110773,"Haunted House 2, A (2014)",Comedy|Horror,,
10316,110781,Mulan II (2004),Action|Animation|Children|Comedy|Musical,,
10317,110826,Brick Mansions (2014),Action|Crime|Drama,,
10318,110882,Locke (2013),Drama,,
10319,111113,Neighbors (2014),Comedy,,
10320,111146,Alpha and Omega 3: The Great Wolf Games (2014),Action|Adventure|Animation|Children|Comedy,,
10321,111320,Mom's Night Out (2014),Comedy,,
10322,111360,Lucy (2014),Action|Sci-Fi,,
10323,111362,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi,,
10325,111375,Walk of Shame (2014),Comedy,,
10326,111384,Blue Ruin (2013),Thriller,,
10327,111443,Chef (2014),Comedy,,
10328,111551,Afflicted (2013),Horror|Sci-Fi|Thriller,,
10329,111617,Blended (2014),Comedy,,
10330,111622,Begin Again (2013),Comedy|Romance,,
10331,111659,Maleficent (2014),Action|Adventure|Children|IMAX,,
10332,111663,Zombeavers (2014),Action|Comedy|Horror,,
10333,111680,At Middleton (2013),Comedy|Romance,,
10334,111732,"Dance of Reality, The (Danza de la realidad, La) (2013)",Drama|Fantasy,,
10339,111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,,
10340,111781,Mission: Impossible - Rogue Nation (2015),Action|Adventure|Thriller,,
10341,111785,Midnight Chronicles (2009),Action|Adventure|Fantasy,,
10342,111795,Million Dollar Arm (2014),Comedy|Drama,,
10343,111800,G.B.F. (2013),Comedy,,
10344,111817,Jimi: All Is by My Side (2013),Drama,,
10345,111844,Bad Asses (Bad Ass 2) (2014),Action|Drama,,
10346,111913,Lilting (2014),Drama,,
10347,111921,The Fault in Our Stars (2014),Drama|Romance,,
10348,112006,Tangled Ever After (2012),Action|Animation|Children,,
10349,112070,Maps to the Stars (2014),Drama,,
10350,112138,22 Jump Street (2014),Action|Comedy|Crime,,
10351,112171,"Equalizer, The (2014)",Action|Crime|Thriller,,
10352,112175,How to Train Your Dragon 2 (2014),Action|Adventure|Animation,,
10353,112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama,,
10354,112290,Boyhood (2014),Drama,,
10355,112303,Think Like a Man Too (2014),Comedy|Romance,,
10356,112316,Jersey Boys (2014),Drama|Musical,,
10357,112326,Nick Fury: Agent of S.H.I.E.L.D. (1998),Action|Sci-Fi,,
10358,112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary,,
10359,112370,Transformers: Age of Extinction (2014),Action|Adventure|Sci-Fi,,
10366,112450,They Came Together (2014),Comedy|Romance,,
10367,112454,Honey (Miele) (2013),Drama,,
10368,112460,Planes: Fire & Rescue (2014),Adventure|Animation|Comedy,,
10369,112497,Tammy (2014),Comedy,,
10370,112512,Colourful (Karafuru) (2010),Animation|Drama|Fantasy|Mystery,,
10386,112580,"Angriest Man in Brooklyn, The (2014)",Comedy|Drama,,
10387,112623,Dawn of the Planet of the Apes (2014),Sci-Fi,,
10388,112727,Deliver Us from Evil (2014),Crime|Horror|Thriller,,
10389,112749,And So It Goes (2014),Comedy|Drama|Romance,,
10390,112788,Sex Tape (2014),Comedy,,
10391,112804,I Origins (2014),Drama|Sci-Fi,,
10392,112818,"Purge: Anarchy, The (2014)",Action|Horror|Thriller,,
10397,112868,"Signal, The (2014)",Sci-Fi|Thriller,,
10398,112897,The Expendables 3 (2014),Action|Adventure,,
10399,112911,Hercules (2014),Action|Adventure,,
10400,112940,A Most Wanted Man (2014),Thriller,,
10401,113159,Life After Beth (2014),Comedy|Horror|Romance,,
10402,113186,Felony (2013),Thriller,,
10403,113207,Get on Up (2014),Drama|Musical,,
10404,113225,Magic in the Moonlight (2014),Comedy|Drama|Romance,,
10405,113252,Housebound (2014),Comedy|Horror|Thriller,,
10406,113275,The Hundred-Foot Journey (2014),Comedy|Drama,,
10407,113278,Batman: Assault on Arkham (2014),Action|Animation|Crime|Thriller,,
10408,113280,White Frog (2012),Drama,,
10409,113313,"Den, The (2013)",Horror|Thriller,,
10410,113345,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,,
10411,113348,Teenage Mutant Ninja Turtles (2014),Action|Adventure|Comedy,,
10412,113350,I'll Follow You Down (2013),Drama|Mystery|Sci-Fi,,
10413,113374,"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",Animation|Comedy,,
10414,113378,"Giver, The (2014)",Drama|Sci-Fi,,
10415,113394,"Pretty One, The (2013)",Comedy|Drama,,
10416,113416,Revenge of the Green Dragons (2014),Action|Crime|Drama,,
10417,113453,Let's Be Cops (2014),Comedy|Crime,,
10418,113532,"Inbetweeners 2, The (2014)",Comedy,,
10419,113565,"Sacrament, The (2013)",Horror|Thriller,,
10420,113573,Sin City: A Dame to Kill For (2014),Action|Crime|Thriller,,
10421,113604,If I Stay (2014),Drama,,
10423,113741,Coherence (2013),Drama|Mystery|Sci-Fi|Thriller,,
10424,113780,"As Above, So Below (2014)",Horror|Thriller,,
10425,113829,"One I Love, The (2014)",Comedy|Drama|Romance,,
10426,113849,Headshot (2011),Crime|Drama|Thriller,,
10427,113862,"Guest, The (2014)",Thriller,,
10428,114028,Pride (2014),Comedy|Drama,,
10429,114044,Honeymoon (2014),Horror,,
10430,114060,The Drop (2014),Crime|Drama|Thriller,,
10431,114066,"20,000 Days on Earth (2014)",Documentary|Drama|Musical,,
10432,114074,The Skeleton Twins (2014),Drama,,
10433,114126,Beautiful Losers (2008),Documentary,,
10442,114184,Camp X-Ray (2014),Drama,,
10443,114246,"Walk Among the Tombstones, A (2014)",Action|Crime|Mystery|Thriller,,
10444,114265,Laggies (2014),Comedy|Romance,,
10445,114335,La cravate (1957),(no genres listed),,
10446,114396,Cesar Chavez (2014),Drama,,
10447,114494,Who Am I (Kein System Ist Sicher) (2014),Thriller,,
10448,114554,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",Animation|Drama|Fantasy,,
10449,114601,This Is Where I Leave You (2014),Comedy|Drama,,
10454,114662,American Sniper (2014),Action|War,,
10455,114670,Tusk (2014),Comedy|Drama|Horror,,
10456,114678,Hector and the Search for Happiness (2014),Adventure|Comedy|Drama,,
10457,114707,Horns (2014),Horror|Mystery,,
10458,114713,Annabelle (2014),Horror,,
10459,114762,Two Night Stand (2014),Comedy|Romance,,
10460,114795,Dracula Untold (2014),Action|Drama|Fantasy,,
10461,114818,Stretch (2014),Action|Comedy|Crime,,
10462,114847,Autómata (Automata) (2014),Sci-Fi|Thriller,,
10463,114925,"Captive, The (2014)",Crime|Drama|Thriller,,
10464,114935,Predestination (2014),Action|Mystery|Sci-Fi|Thriller,,
10465,115065,Justin and the Knights of Valour (2013),Adventure|Animation,,
10466,115111,Ward 13 (2003),Action|Animation|Comedy|Horror,,
10467,115122,What We Do in the Shadows (2014),Comedy|Horror,,
10477,115151,Plastic (2014),Action|Crime,,
10478,115170,"Judge, The (2014)",Drama,,
10479,115203,"Culture High, The (2014)",Documentary,,
10480,115210,Fury (2014),Action|Drama|War,,
10481,115216,"Salvation, The (2014)",Drama|Western,,
10482,115231,St. Vincent (2014),Comedy,,
10483,115502,"Rewrite, The (2014)",Comedy|Romance,,
10484,115569,Nightcrawler (2014),Crime|Drama|Thriller,,
10491,115664,The Book of Life (2014),Adventure|Animation|Romance,,
10492,115667,"Love, Rosie (2014)",Comedy|Romance,,
10493,115680,Time Lapse (2014),Crime|Drama|Sci-Fi|Thriller,,
10494,115713,Ex Machina (2015),Drama|Sci-Fi|Thriller,,
10495,115727,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),Action|Adventure,,
10496,115819,Mr Hublot (2013),Animation|Comedy,,
10497,115828,Copenhagen (2014),Adventure|Drama|Romance,,
10498,115877,"Simpsons: The Longest Daycare, The (2012)",Animation|Comedy,,
10499,115969,Generation War (2013),Drama|War,,
10500,116044,Christmas in Connecticut (1992),Comedy|Romance,,
10501,116138,Leviathan (2014),Drama,,
10502,116169,Reign of Assassins (2010),Action,,
10503,116207,Zulu (2013),Crime|Drama|Thriller,,
10504,116411,Tangerines (2013),Drama,,
10505,116413,Life Partners (2014),Comedy|Romance,,
10506,116419,Drive Hard (2014),Action|Comedy|Crime,,
10507,116505,New Kids Nitro (2011),Action|Comedy,,
10508,116529,Stalingrad (2013),Action|Drama|War|IMAX,,
10509,116668,Dead Snow 2: Red vs. Dead (2014) ,Action|Comedy|Horror,,
10510,116718,Volga - Volga (1938),Comedy|Musical,,
10511,116724,You Are the Apple of My Eye (2011),Comedy|Drama|Romance,,
10512,116738,DeadHeads (2011),Adventure|Comedy|Horror,,
10515,116799,Inherent Vice (2014),Comedy|Crime|Drama|Mystery|Romance,,
10516,116817,Rudderless (2014),Comedy|Drama,,
10517,116823,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller,,
10518,116849,Sex Ed (2014),Comedy|Romance,,
10519,116887,Exodus: Gods and Kings (2014),Action|Adventure|Drama,,
10526,116941,Jetsons: The Movie (1990),Animation|Children|Comedy|Musical|Sci-Fi,,
10527,116963,Ski School (1991),Comedy,,
10528,116977,Dumb and Dumber To (2014),Comedy,,
10529,116985,The Longest Week (2014),Comedy|Drama,,
10530,117107,Miss Meadows (2014),Drama,,
10531,117109,Too Many Cooks (2014),Comedy,,
10532,117133,Painted Skin (2008),Action|Drama|Thriller,,
10533,117176,The Theory of Everything (2014),Drama|Romance,,
10534,117192,Doctor Who: The Time of the Doctor (2013),Adventure|Drama,,
10535,117364,Virunga (2014),Documentary|War,,
10536,117368,The Madagascar Penguins in a Christmas Caper (2005),Animation|Comedy,,
10537,117444,Song of the Sea (2014),Animation|Children|Fantasy,,
10538,117466,In the Heart of the Sea (2015),Action|Adventure|Drama,,
10539,117511,Hello Ladies: The Movie (2014),Comedy,,
10540,117529,Jurassic World (2015),Action|Adventure|Drama|Sci-Fi|Thriller,,
10541,117531,Watermark (2014),Documentary,,
10542,117533,Citizenfour (2014),Documentary,,
10543,117545,Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),Animation,,
10544,117572,Hit by Lightning (2014),Comedy|Crime|Romance,,
10545,117590,Horrible Bosses 2 (2014),Comedy|Crime,,
10546,117630,Double Trouble (1992),Action|Comedy|Crime|Romance,,
10547,117646,Dragonheart 2: A New Beginning (2000),Action|Adventure|Comedy|Drama|Fantasy|Thriller,,
10548,117849,La Belle Verte (1996),Comedy,,
10549,117851,Penguins of Madagascar (2014),Adventure|Animation|Children|Comedy,,
10550,117867,'71 (2014),Action|Drama|Thriller|War,,
10553,117881,Still Alice (2014),Drama,,
10555,117895,Maze Runner: Scorch Trials (2015),Action|Thriller,,
10556,117922,Ice Age: A Mammoth Christmas (2011),Adventure|Animation|Children,,
10557,118082,The Voices (2014),Comedy|Crime|Thriller,,
10558,118166,Courier (1987),Comedy|Drama|Romance,,
10559,118198,The Green Prince (2014),Documentary|Drama|Thriller,,
10560,118248,Dying of the Light (2014),Drama|Thriller,,
10561,118270,Hellbenders (2012),Comedy|Horror|Thriller,,
10562,118290,Omega Doom (1996),Sci-Fi,,
10563,118326,By the Gun (2014),Crime|Drama|Thriller,,
10564,118354,Kill the Messenger (2014),Crime|Drama|Mystery|Thriller,,
10565,118512,Bring It On: In It To Win It (2007),Comedy,,
10566,118530,Fans (1999),Comedy,,
10567,118572,The Mule (2014),Comedy|Crime|Drama,,
10569,118700,Selma (2014),Drama,,
10570,118702,Unbroken (2014),Drama|War,,
10571,118706,Black Sea (2015),Adventure|Mystery|Thriller,,
10575,118814,Playing It Cool (2014),Comedy|Romance,,
10576,118834,National Lampoon's Bag Boy (2007),Comedy,,
10577,118862,Closer to the Moon (2013),Comedy|Drama,,
10578,118880,"Girl Walks Home Alone at Night, A (2014)",Horror|Romance|Thriller,,
10579,118888,Dave Chappelle: For What it's Worth (2004),Comedy,,
10580,118894,Scooby-Doo! Abracadabra-Doo (2010),Animation|Children|Mystery,,
10581,118896,Mommy (2014),Drama,,
10582,118900,Wild (2014),Drama,,
10583,118924,Top Five (2014),Comedy,,
10584,118930,Bill Burr: I'm Sorry You Feel That Way (2014),Comedy,,
10586,118997,Into the Woods (2014),Children|Comedy|Fantasy|Musical,,
10587,119068,"Men, Women & Children (2014)",Comedy|Drama,,
10595,119153,Bill Burr: You People Are All the Same (2012),Comedy,,
10596,119155,Night at the Museum: Secret of the Tomb (2014),Adventure|Children|Comedy|Fantasy,,
10597,119167,Paradox (2010),Sci-Fi|Thriller,,
10598,119218,The Punisher: Dirty Laundry (2012),Action|Crime|Drama,,
10599,119655,Seventh Son (2014),Adventure|Children|Fantasy,,
10600,119714,Corner Gas: The Movie (2014),Comedy,,
10601,119828,A Man Called Blade (1977),Action|Drama|Thriller|Western,,
10602,119964,A Merry Friggin' Christmas (2014),Comedy,,
10603,120130,Into the Forest of Fireflies' Light (2011),Animation|Drama|Fantasy,,
10604,120138,PK (2014),Comedy|Drama|Fantasy|Mystery|Romance,,
10605,120466,Chappie (2015),Action|Thriller,,
10606,120478,The Salt of the Earth (2014),Documentary,,
10607,120625,The Fool (2014),Drama,,
10611,120637,Blackhat (2015),Action|Crime|Drama|Mystery|Thriller,,
10612,120761,By the Law (1926),Drama,,
10613,120783,Son of a Gun (2014),Action|Crime|Drama,,
10614,120799,Terminator Genisys (2015),Action|Adventure|Sci-Fi|Thriller,,
10615,120807,John Mulaney: New In Town (2012),Comedy,,
10616,120813,Patton Oswalt: My Weakness Is Strong (2009),Comedy,,
10617,120827,The Hound of the Baskervilles (1988),Crime|Drama|Horror|Mystery,,
10618,120919,Man on High Heels (2014),Action|Comedy,,
10619,121007,Space Buddies (2009),Adventure|Children|Fantasy|Sci-Fi,,
10620,121035,Houdini (2014),Drama,,
10621,121097,To Grandmother's House We Go (1992),Adventure|Children|Comedy,,
10622,121099,101 Dalmatians II: Patch's London Adventure (2003),Animation|Children,,
10623,121129,The Hungover Games (2014),Comedy,,
10624,121169,The Duke of Burgundy (2014),Drama,,
10625,121171,Red Army (2014),Documentary,,
10626,121231,It Follows (2014),Horror,,
10627,121253,The Town that Dreaded Sundown (2014),Horror|Thriller,,
10628,121338,Carry on Cabby (1963),Adventure|Comedy|Romance,,
10629,121342,Carry on Cruising (1962),Comedy|Romance,,
10630,121372,Bill Burr: Let It Go (2010),Comedy,,
10631,121374,Bill Burr: Why Do I Do This? (2008),Comedy,,
10632,121469,Killer Movie (2008),Comedy|Horror|Mystery|Thriller,,
10633,121715,Sebastian Maniscalco: What's Wrong with People? (2012),Comedy,,
10634,121781,Stuart Little 3: Call of the Wild (2005),Animation|Children|Comedy|Fantasy,,
10635,122092,Guy X (2005),Comedy|War,,
10636,122246,Tooth Fairy 2 (2012),Children|Comedy,,
10637,122260,The Diary of Anne Frank (2009),Drama|War,,
10638,122433,The Deadly Bees (1967),Horror|Mystery|Thriller,,
10639,122490,Wicked Blood (2014),Action|Drama|Thriller,,
10640,122627,Oblivion 2: Backlash (1996),Sci-Fi,,
10644,122884,Insidious: Chapter 3 (2015),Fantasy|Horror|Thriller,,
10645,122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX,,
10646,122888,Ben-hur (2016),(no genres listed),,
10647,122890,Warcraft (2016),Action|Adventure|Fantasy,,
10648,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,,
10649,122896,Pirates of the Caribbean: Dead Men Tell No Tales (2017),(no genres listed),,
10650,122898,Justice League (2017),Action|Adventure|Sci-Fi,,
10651,122900,Ant-Man (2015),Action|Adventure|Sci-Fi,,
10652,122902,Fantastic Four (2015),Action|Adventure|Fantasy|Sci-Fi,,
10653,122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi,,
10654,122906,Black Panther (2017),Action|Adventure|Sci-Fi,,
10676,122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller,,
10678,122924,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi,,
10679,122926,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy,,
10680,122932,Elsa & Fred (2014),Children|Comedy|Romance,,
10681,123200,Jim Jefferies: I Swear to God (2009),Comedy,,
10682,123310,Tornado! (1996),Action,,
10683,123545,The Blue Lagoon (1949),Drama|Romance,,
10684,123553,In the Name of the King III (2014),Action|Adventure|Drama|Fantasy,,
10685,123947,Cake (2014),Drama,,
10686,124273,Kevin Smith: Too Fat For 40 (2010),Comedy,,
10687,124404,"Snowflake, the White Gorilla (2011)",Adventure|Animation|Children|Comedy,,
10688,124484,Kenny & Company (1976),Comedy|Drama,,
10689,124851,Delirium (2014),Adventure|Romance|Sci-Fi,,
10690,124853,Why Man Creates (1968),Animation|Documentary,,
10691,124859,The Gambler (2014),Crime|Drama|Thriller,,
10692,125221,The Beast of Hollow Mountain (1956),Horror|Sci-Fi|Western,,
10693,125914,Mortdecai (2015),Adventure|Comedy|Mystery|Romance,,
10694,125916,Fifty Shades of Grey (2015),Drama|Romance,,
10695,125970,Halloweentown (1998),Adventure|Children|Comedy|Fantasy,,
10696,125974,Halloweentown High (2004),Adventure|Children|Comedy|Fantasy,,
10697,126088,A Flintstones Christmas Carol (1994),Animation|Children|Comedy,,
10698,126090,Hedgehog in the Fog (1975),Animation,,
10699,126142,The Cave of the Golden Rose (1991),Adventure|Children|Fantasy,,
10700,126420,American Heist (2015),Action,,
10701,126426,Solyaris (1968),Drama|Sci-Fi,,
10702,126430,The Pacific (2010),Action|Adventure|Drama|War,,
10703,126482,Strange Magic (2015),Animation|Children|Fantasy|Musical,,
10706,126577,"Daddy, I'm A Zombie (2012)",Animation|Comedy|Fantasy,,
10707,126921,The Fox and the Hound 2 (2006),Adventure|Animation|Children|Comedy,,
10708,127052,Operation 'Y' & Other Shurik's Adventures (1965),Comedy|Crime|Romance,,
10709,127096,Project Almanac (2015),Sci-Fi|Thriller,,
10710,127098,Louis C.K.: Live at The Comedy Store (2015),Comedy,,
10711,127108,Brooklyn (2015),Drama|Romance,,
10712,127114,The End of the Tour (2015),Drama,,
10713,127116,Experimenter (2015),Drama,,
10714,127130,Mistress America (2015),Comedy,,
10715,127132,Zipper (2015),Drama|Thriller,,
10716,127134,A Walk in the Woods (2015),Adventure|Comedy|Drama,,
10717,127136,True Story (2015),Drama|Mystery|Thriller,,
10718,127146,Kurt Cobain: Montage of Heck (2015),Documentary,,
10719,127152,Going Clear: Scientology and the Prison of Belief (2015),Documentary,,
10720,127164,"What Happened, Miss Simone? (2015)",Documentary,,
10724,127180,"Story of Film: An Odyssey, The (2011)",Documentary,,
10725,127184,Eden (2014),Drama,,
10726,127194,The D Train (2015),Comedy,,
10727,127198,Dope (2015),Comedy|Drama,,
10728,127202,Me and Earl and the Dying Girl (2015),Drama,,
10729,127204,The Overnight (2015),Comedy,,
10730,127212,The Stanford Prison Experiment (2015),Drama|Thriller,,
10733,127319,The Loft (2014),Thriller,,
10734,127323,Vice (2015),Action|Adventure|Sci-Fi|Thriller,,
10735,127390,Family Guy Presents: Blue Harvest (2007),Animation|Comedy,,
10736,128087,Trinity and Sartana Are Coming (1972),Comedy|Western,,
10737,128089,Kevin Hart: I'm a Grown Little Man (2009),Comedy,,
10738,128097,Jim Norton: American Degenerate (2013),Comedy,,
10739,128099,Jim Jefferies: BARE (2014),Comedy,,
10740,128197,Hard Promises (1991),Comedy|Romance,,
10750,128366,Patton Oswalt: Tragedy Plus Comedy Equals Time (2014),Comedy,,
10751,128488,Wild Card (2015),Action|Crime|Drama|Thriller,,
10752,128512,Paper Towns (2015),Drama|Mystery|Romance,,
10753,128520,The Wedding Ringer (2015),Comedy,,
10754,128542,Wyrmwood (2015),Action|Horror|Sci-Fi,,
10755,128592,The Boy Next Door (2015),Mystery|Thriller,,
10756,128594,Boy Meets Girl (2015),Comedy|Drama|Romance,,
10757,128620,Victoria (2015),Crime|Drama|Romance,,
10758,128695,The Dark Valley (2014),Western,,
10759,128736,I'm Here (2010),Drama,,
10760,128832,The Last Five Years (2014),Comedy|Drama|Musical|Romance,,
10761,128838,Crimson Peak (2015),Horror,,
10762,128842,Dragonheart 3: The Sorcerer's Curse (2015),Action|Adventure|Fantasy,,
10763,128852,Chris Rock: Bigger & Blacker (1999),Comedy,,
10764,128900,The Natural Love (1996),Documentary,,
10765,128902,The Forgotten Space (2010),Documentary,,
10766,128908,Cloudburst (2011),Adventure|Comedy|Drama,,
10767,128914,Tom Segura: Completely Normal (2014),Comedy,,
10768,128944,"Honey, We Shrunk Ourselves (1997)",Action|Adventure|Children|Comedy|Sci-Fi,,
10769,128968,Stitch! The Movie (2003),Animation|Children|Comedy,,
10770,128975,Hot Tub Time Machine 2 (2015),Comedy|Sci-Fi,,
10771,128991,Johnny Express (2014),Animation|Comedy|Sci-Fi,,
10772,129011,Eddie Izzard: Glorious (1997),Comedy,,
10773,129229,Northmen - A Viking Saga (2014),Action|Adventure,,
10774,129250,Superfast! (2015),(no genres listed),,
10775,129313,Reality (2014),Comedy,,
10776,129333,Julia (2014),Horror|Thriller,,
10777,129354,Focus (2015),Comedy|Crime|Drama|Romance,,
10778,129397,Marvel One-Shot: Item 47 (2012),Action|Fantasy|Sci-Fi,,
10779,129428,The Second Best Exotic Marigold Hotel (2015),Comedy|Drama,,
10780,129514,George Carlin: It's Bad for Ya! (2008),Comedy,,
10781,129657,Tracers (2015),Action,,
10782,129659,"McFarland, USA (2015)",Drama,,
10783,129737,Unfinished Business (2015),Comedy,,
10784,129779,Ghost in the Shell Arise - Border 1: Ghost Pain (2013),Action|Animation|Sci-Fi,,
10785,129937,Run All Night (2015),Action|Crime|Drama|Thriller,,
10786,130050,Digging Up the Marrow (2014),Drama|Fantasy|Horror|Mystery|Thriller,,
10787,130052,Clown (2014),Drama|Horror,,
10788,130073,Cinderella (2015),Children|Drama|Fantasy|Romance,,
10789,130083,Kidnapping Mr. Heineken (2015),Action|Crime|Drama|Thriller,,
10790,130087,The Cobbler (2015),Comedy|Drama|Fantasy,,
10791,130444,Ruby Red (2013),Adventure|Children|Fantasy|Sci-Fi,,
10792,130450,Pan (2015),Adventure|Children|Fantasy,,
10793,130452,While We're Young (2014),Comedy|Drama,,
10794,130482,Too Late for Tears (1949),Crime|Drama|Film-Noir|Mystery|Thriller,,
10795,130490,Insurgent (2015),Action|Sci-Fi|Thriller,,
10796,130498,La vérité si je mens ! (1997),Comedy,,
10797,130518,The Amazing Screw-On Head (2006),Action|Adventure|Animation|Comedy|Sci-Fi,,
10798,130520,Home (2015),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,,
10799,130576,Midnight Special (2015),Drama|Sci-Fi,,
10800,130578,"Gunman, The (2015)",Action|Thriller,,
10801,130634,Furious 7 (2015),Action|Crime|Thriller,,
10802,130686,The Final Girls (2015),Comedy|Horror,,
10803,130840,Spring (2015),Horror|Romance|Sci-Fi,,
10804,130842,Power/Rangers (2015),Action|Adventure|Sci-Fi,,
10805,130970,George Carlin: Life Is Worth Losing (2005),Comedy,,
10806,130976,Legend No. 17 (2013),Drama,,
10807,130978,Love and Pigeons (1985),Comedy|Romance,,
10808,131013,Get Hard (2015),Comedy|Crime,,
10809,131023,That Sugar Film (2014),Documentary,,
10810,131098,Saving Santa (2013),Animation|Children|Comedy,,
10811,131104,The Brain (1969),Comedy|Crime,,
10812,131130,Tom and Jerry: A Nutcracker Tale (2007),Animation|Comedy,,
10813,131237,What Men Talk About (2010),Comedy,,
10814,131439,Kill Me Three Times (2014),Thriller,,
10815,131480,Poker Night (2014),Action|Crime|Thriller,,
10816,131578,Reckless Kelly (1994),Comedy,,
10817,131610,Willy/Milly (1986),Comedy|Fantasy,,
10818,131656,Shaun the Sheep Movie (2015),Adventure|Animation|Children|Comedy,,
10819,131714,Last Knights (2015),Action|Adventure,,
10820,131724,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary,,
10821,131739,Batman vs. Robin (2015),Action|Adventure|Animation,,
10822,131749,Libre et assoupi (2014),Comedy,,
10823,131796,Woman in Gold (2015),Drama,,
10824,131826,Iliza Shlesinger: Freezing Hot (2015),Comedy,,
10825,131920,The Road Within (2014),Comedy|Drama,,
10826,131934,The Malibu Bikini Shop (1986),Comedy,,
10827,132046,Tomorrowland (2015),Action|Adventure|Children|Mystery|Sci-Fi,,
10828,132084,Let It Be Me (1995),(no genres listed),,
10829,132153,Buzzard (2015),Comedy|Drama|Horror,,
10830,132157,Paul Blart: Mall Cop 2 (2015),Action|Comedy|Crime,,
10831,132333,Seve (2014),Documentary|Drama,,
10832,132335,Breathe (2014),Drama,,
10833,132362,Patlabor 2: The Movie (1993),Action|Animation|Sci-Fi,,
10834,132422,Da Sweet Blood of Jesus (2014),Comedy|Romance|Thriller,,
10835,132424,The Longest Ride (2015),Drama|Romance,,
10836,132454,Girltrash: All Night Long (2014),Comedy|Crime|Drama,,
10837,132462,Sword of Vengeance (2014),Action|Adventure|Drama,,
10838,132488,Lovesick (2014),Comedy|Romance,,
10839,132496,Danny Collins (2015),Comedy|Drama,,
10840,132584,The Even Stevens Movie (2003),Children|Comedy,,
10841,132618,Kite (2014),Action|Crime|Drama|Mystery|Thriller,,
10842,132660,Man Up (2015),Comedy|Romance,,
10843,132796,San Andreas (2015),Action|Drama|Thriller,,
10844,132800,Welcome to Me (2014),Comedy|Drama,,
10845,132888,Comedy Central Roast of James Franco (2013),Comedy,,
10846,133115,We Could Be King (2014),Documentary,,
10847,133195,Hitman: Agent 47 (2015),Action|Crime|Thriller,,
10848,133217,B/W (2015),Comedy|Crime|Sci-Fi,,
10849,133281,Ricki and the Flash (2015),Comedy|Drama,,
10850,133365,Partisan (2015),Drama|Thriller,,
10851,133377,Infini (2015),Horror|Sci-Fi|Thriller,,
10852,133419,Pitch Perfect 2 (2015),Comedy,,
10853,133545,Just Before I Go (2014),Comedy|Drama,,
10854,133645,Carol (2015),Drama|Romance,,
10855,133712,Office Romance (1977),Comedy|Romance,,
10856,133716,Bootleggers (1961),Comedy|Crime,,
10857,133771,The Lobster (2015),Comedy|Romance|Sci-Fi,,
10858,133780,Güeros (2014),Comedy|Drama,,
10859,133782,Maggie (2015),Drama|Horror|Thriller,,
10860,133798,Hot Pursuit (2015),Action|Comedy,,
10861,133802,Slow West (2015),Action|Thriller|Western,,
10862,133832,The Green Inferno (2014),Horror|Thriller,,
10863,133867,Barely Lethal (2015),Action|Adventure|Comedy,,
10864,133879,Carry On Don't Lose Your Head (1966),Comedy,,
10865,134004,What Love Is (2007),Comedy|Romance,,
10866,134019,The Monkey King (1964),Animation,,
10867,134021,5 to 7 (2014),Comedy|Drama|Romance,,
10868,134041,Afonya (1975),Comedy|Drama|Romance,,
10869,134095,My Love (2006),Animation|Drama,,
10870,134109,Radio Day (2008),Comedy,,
10872,134158,Return to Sender (2015),Thriller,,
10876,134184,Elections Day (2007),Comedy,,
10877,134214,Youth (2015),Drama,,
10878,134246,Survivor (2015),Action|Thriller,,
10879,134248,Hot Girls Wanted (2015),Documentary,,
10880,134252,That Munchhausen (1979),Comedy|Drama|Fantasy,,
10881,134326,The Taming of the Scoundrel (1980),Comedy,,
10882,134334,Phir Hera Pheri (2006),Comedy,,
